1,"Grasper",1.0,0.0,1.0
2,"Bipolar",0.0,1.0,0.0
3,"Hook",1.0,1.0,1.0
4,"Scissors",0.0,1.0,1.0
5,"Clipper",1.0,0.5,1.0
6,"Irrigator",0.5,0.5,0.5
7,"Spec.Bag",1.0,1.0,0.0
